"hourly_wage","age","occupation","race","education","sex","hispanic","marital_status","veteran_status","union","pension","citizenship_status","hours_weekly","state","total_income","employer_type","worker_status"
17.5,57,"Healthcare Practitioners And Technical","White","Some college, no degree","Female",0,"Married",0,"No",1,1,40,"Oregon",52441,"Private employer","Full-time"
32.5,54,"Production","White","High school diploma or equivalent","Male",0,"Married",0,"Yes",1,1,40,"Oregon",65725,"Private employer","Full-time"
16.5,37,"Personal Care And Service","White","High school diploma or equivalent","Female",0,"Married",0,"No",1,1,40,"Oregon",32425,"Private employer","Full-time"
33.86,59,"Installation, Maintenance, And Repair","White","Associate's degree","Male",0,"Married",0,"No",1,1,40,"Oregon",65523,"Private employer","Full-time"
23,47,"Healthcare Practitioners And Technical","White","Associate's degree","Female",0,"Single",0,"No",0,1,NA,"Oregon",32604,"Private employer","Part-time"
18,53,"Installation, Maintenance, And Repair","White","High school diploma or equivalent","Male",0,"Divorced",0,"No",0,1,40,"Oregon",30006,"Private employer","Full-time"
16.77,69,"Healthcare Support","White","Associate's degree","Female",0,"Divorced",0,"Yes",1,1,19,"Oregon",27581,"Government employee","Part-time"
25,34,"Production","White","Some college, no degree","Male",0,"Married",0,"No",1,1,40,"Oregon",52351,"Private employer","Full-time"
12.25,32,"Sales And Related","White","High school diploma or equivalent","Female",0,"Married",0,"No",0,1,24,"Oregon",15289,"Private employer","Part-time"
15,31,"Farming, Fishing, And Forestry","White","High school diploma or equivalent","Male",1,"Married",0,"No",0,0,40,"Oregon",30000,"Private employer","Part-time"
18,67,"Installation, Maintenance, And Repair","White","High school diploma or equivalent","Male",0,"Divorced",0,"No",0,1,40,"Oregon",39026,"Private employer","Full-time"
18,48,"Construction","White","Associate's degree","Male",1,"Married",0,"No",0,0,NA,"Oregon",8001,"Private employer","Part-time"
14.5,25,"Sales And Related","White","High school diploma or equivalent","Male",0,"Single",1,"No",0,1,24,"Oregon",1200,"Private employer","Part-time"
15,23,"Food Preparation And Serving","White","High school diploma or equivalent","Male",0,"Single",0,"No",1,1,32,"Oregon",18000,"Private employer","Part-time"
65,65,"Office And Administrative Support","White","Bachelor's degree","Female",0,"Separated",0,"No",0,1,20,"Oregon",38900,"Private employer","Part-time"
32,37,"Community And Social Services","White","Bachelor's degree","Female",0,"Married",0,"Yes",0,1,55,"Oregon",50700,"Government employee","Part-time"
24.5,39,"Healthcare Practitioners And Technical","White","Associate's degree","Male",0,"Married",0,"No",1,1,48,"Oregon",153801,"Private employer","Part-time"
27,53,"Education, Training, And Library","White","Bachelor's degree","Male",0,"Married",0,"Yes",1,1,40,"Oregon",70003,"Government employee","Part-time"
14.25,21,"Food Preparation And Serving","Black","High school diploma or equivalent","Female",0,"Single",0,"No",0,1,30,"Oregon",25000,"Private employer","Part-time"
24.22,49,"Community And Social Services","White","Graduate degree","Female",0,"Married",0,"Yes",1,1,40,"Oregon",61890,"Government employee","Full-time"
15.07,27,"Office And Administrative Support","White","Bachelor's degree","Female",0,"Single",0,"No",0,1,13,"Oregon",12567,"Private employer","Part-time"
18,28,"Food Preparation And Serving","White","Bachelor's degree","Male",0,"Single",0,"No",0,1,40,"Oregon",54011,"Private employer","Full-time"
25,40,NA,"White","Graduate degree","Female",0,"Married",0,"No",NA,1,24,"Oregon",3225,"Government employee","Part-time"
12.75,37,"Food Preparation And Serving","White","Some college, no degree","Female",0,"Married",0,"No",0,1,35,"Oregon",58005,"Private employer","Full-time"
40.11,32,"Business Operations Specialists","White","Bachelor's degree","Female",0,"Married",0,"No",0,1,40,"Oregon",1906003,"Private employer","Full-time"
20.19,35,"Arts, Design, Entertainment, Sports, And Media","White","Associate's degree","Male",0,"Married",0,"No",0,1,40,"Oregon",52776,"Private employer","Full-time"
18,24,"Sales And Related","White","High school or less","Male",0,"Single",0,"No",0,1,40,"Oregon",15840,"Private employer","Full-time"
27,39,"Transportation And Material Moving","White","High school diploma or equivalent","Male",1,"Married",0,"Yes",1,1,40,"Oregon",69543,"Private employer","Full-time"
15,18,"Food Preparation And Serving","White","High school diploma or equivalent","Male",0,"Single",0,"No",0,1,25,"Oregon",10000,"Private employer","Part-time"
15,17,"Food Preparation And Serving","White","High school or less","Male",0,"Single",0,"No",0,1,18,"Oregon",7000,"Private employer",NA
34.25,35,"Building And Grounds Cleaning And Maintenance","White","Some college, no degree","Male",0,"Married",0,"Yes",1,1,40,"Oregon",120000,"Private employer","Full-time"
19,40,"Management, Business, Science, And Arts","White","Bachelor's degree","Female",0,"Married",0,"No",0,1,40,"Oregon",75096,"Private employer","Full-time"
35.7,44,"Protective Service","White","High school diploma or equivalent","Male",0,"Divorced",1,"Yes",1,1,40,"Oregon",113102,"Government employee","Full-time"
36.5,49,"Healthcare Practitioners And Technical","White","Graduate degree","Male",0,"Single",1,"No",1,1,40,"Oregon",84678,"Government employee","Full-time"
62,66,"Healthcare Practitioners And Technical","White","Bachelor's degree","Female",0,"Divorced",0,"Yes",1,1,40,"Oregon",101161,"Government employee","Full-time"
20,33,"Arts, Design, Entertainment, Sports, And Media","White","Some college, no degree","Male",0,"Single",0,"No",0,1,35,"Oregon",27120,"Private employer","Part-time"
35,30,"Architecture And Engineering","White","Bachelor's degree","Male",0,"Married",0,"No",0,1,40,"Oregon",40395,"Private employer","Full-time"
26,27,"Management, Business, Science, And Arts","Native American","Bachelor's degree","Female",0,"Single",0,"No",0,1,40,"Oregon",42001,"Private employer","Full-time"
19,29,"Sales And Related","White","Bachelor's degree","Male",0,"Single",0,"No",0,1,40,"Oregon",70000,"Private employer","Full-time"
18,28,"Food Preparation And Serving","White","Associate's degree","Female",0,"Single",0,"No",0,1,30,"Oregon",45701,"Private employer","Part-time"
15,41,"Personal Care And Service","White","Some college, no degree","Male",0,"Single",0,"Yes",1,1,40,"Oregon",30682,"Private employer","Full-time"
19.85,35,"Office And Administrative Support","White","High school diploma or equivalent","Female",0,"Married",0,"Yes",0,1,40,"Oregon",44000,"Private employer","Full-time"
19.85,43,"Office And Administrative Support","White","High school or less","Male",0,"Married",0,"Yes",0,1,35,"Oregon",62000,"Private employer","Full-time"
39.4,40,"Installation, Maintenance, And Repair","White","Associate's degree","Male",0,"Married",0,"No",0,1,NA,"Oregon",60000,"Private employer","Full-time"
82.45,45,"Architecture And Engineering","White","Bachelor's degree","Male",0,"Single",0,"No",0,1,42,"Oregon",117346,"Private employer","Full-time"
34,52,"Management, Business, Science, And Arts","White","Some college, no degree","Female",0,"Married",0,"No",1,1,40,"Oregon",71000,"Government employee","Full-time"
33,27,"Architecture And Engineering","White","Bachelor's degree","Male",0,"Married",0,"No",0,1,40,"Oregon",37300,"Private employer","Full-time"
17.5,29,"Office And Administrative Support","White","Some college, no degree","Male",1,"Single",0,"No",1,0,35,"Oregon",25100,"Private employer","Full-time"
15,24,"Healthcare Practitioners And Technical","White","Associate's degree","Female",0,"Single",0,"No",1,1,20,"Oregon",28000,"Private employer","Part-time"
19,33,"Food Preparation And Serving","White","Bachelor's degree","Female",0,"Married",0,"No",1,1,40,"Oregon",52427,"Private employer","Full-time"
23,52,"Life, Physical, And Social Science","White","High school or less","Male",1,"Married",0,"No",1,0,40,"Oregon",50000,"Private employer","Full-time"
14,53,"Building And Grounds Cleaning And Maintenance","White","High school diploma or equivalent","Female",1,"Married",0,"No",0,0,NA,"Oregon",22002,"Private employer","Part-time"
15,30,"Food Preparation And Serving","White","Bachelor's degree","Female",0,"Single",0,"No",0,1,32,"Oregon",32000,"Private employer","Part-time"
36.88,51,"Construction","White","Some college, no degree","Male",0,"Married",0,"Yes",1,1,40,"Oregon",570600,"Government employee","Part-time"
14,45,NA,"White","Some college, no degree","Female",0,"Single",0,"No",NA,1,40,"Oregon",3601,"Private employer","Full-time"
26,41,"Office And Administrative Support","White","High school diploma or equivalent","Female",0,"Single",0,"Yes",1,1,40,"Oregon",43120,"Private employer","Full-time"
41,56,"Education, Training, And Library","White","Graduate degree","Female",0,"Married",0,"No",1,1,40,"Oregon",59850,"Private employer","Full-time"
17.66,68,"Transportation And Material Moving","White","High school diploma or equivalent","Male",0,"Married",0,"No",1,1,30,"Oregon",52303,"Private employer","Part-time"
15,16,"Construction","White","High school or less","Male",1,"Single",NA,"No",0,1,30,"Oregon",55000,"Private employer","Part-time"
20.3,18,NA,"White","High school or less","Male",1,"Single",0,"No",NA,1,30,"Oregon",0,"Private employer","Part-time"
30,40,"Office And Administrative Support","White","High school diploma or equivalent","Female",0,"Separated",0,"No",1,1,40,"Oregon",43012,"Private employer","Part-time"
18,61,"Food Preparation And Serving","White","Bachelor's degree","Female",0,"Married",0,"Yes",1,1,30,"Oregon",15256,"Private employer","Part-time"
30,38,"Financial Specialists","White","Bachelor's degree","Male",0,"Married",0,"No",1,1,40,"Oregon",60170,"Government employee","Part-time"
72.12,38,"Healthcare Practitioners And Technical","Asian or Pacific Islander","Graduate degree","Female",0,"Married",0,"Yes",0,1,40,"Oregon",185660,"Private employer","Part-time"
27,43,"Healthcare Practitioners And Technical","Asian or Pacific Islander","Associate's degree","Male",0,"Married",0,"Yes",1,1,20,"Oregon",34660,"Private employer","Part-time"
23,53,"Production","Black","Some college, no degree","Female",0,"Divorced",0,"No",1,1,40,"Oregon",61000,"Private employer","Full-time"
20,18,"Office And Administrative Support","Black","High school diploma or equivalent","Male",0,"Single",0,"No",1,1,25,"Oregon",20000,"Private employer","Part-time"
14.5,46,"Education, Training, And Library","Asian or Pacific Islander","Graduate degree","Female",0,"Married",0,"No",1,1,30,"Oregon",16100,"Government employee","Part-time"
43,34,"Healthcare Practitioners And Technical","White","Associate's degree","Female",0,"Separated",0,"No",0,1,34,"Oregon",55524,"Private employer","Part-time"
45,34,"Construction","White","Some college, no degree","Male",0,"Separated",0,"No",0,1,40,"Oregon",74601,"Private employer","Full-time"
17.75,33,"Production","Black","Associate's degree","Male",0,"Divorced",1,"No",1,1,50,"Oregon",36000,"Private employer","Part-time"
20,24,"Production","White","Some college, no degree","Male",0,"Married",0,"No",1,1,40,"Oregon",55000,"Private employer","Full-time"
10.5,56,"Sales And Related","White","Some college, no degree","Female",0,"Divorced",0,"No",1,1,NA,"Oregon",27501,"Private employer","Part-time"
40,64,"Healthcare Practitioners And Technical","White","Bachelor's degree","Female",0,"Married",0,"No",0,1,40,"Oregon",110278,"Private employer","Full-time"
15.61,64,"Sales And Related","White","High school diploma or equivalent","Female",0,"Married",0,"No",1,1,40,"Oregon",35410,"Private employer","Part-time"
30,47,"Office And Administrative Support","White","Some college, no degree","Female",0,"Married",0,"Yes",1,1,40,"Oregon",71000,"Private employer","Full-time"
19,57,"Office And Administrative Support","Two or More Races","Some college, no degree","Male",0,"Married",0,"No",1,1,40,"Oregon",44329,"Private employer","Full-time"
15.5,31,"Protective Service","Two or More Races","Associate's degree","Male",0,"Single",0,"No",0,1,40,"Oregon",31502,"Private employer","Full-time"
22.25,34,"Sales And Related","Native American","High school diploma or equivalent","Male",0,"Married",0,"No",0,1,40,"Oregon",47280,"Private employer","Full-time"
14,39,"Food Preparation And Serving","White","High school diploma or equivalent","Male",1,"Single",0,"No",0,1,35,"Oregon",40000,"Private employer","Full-time"
21,22,"Transportation And Material Moving","Two or More Races","High school or less","Male",1,"Single",0,"No",0,1,40,"Oregon",35000,"Private employer","Full-time"
13,25,"Construction","Two or More Races","High school or less","Male",1,"Single",0,"No",0,0,42,"Oregon",50000,"Private employer","Part-time"
13,76,"Transportation And Material Moving","Two or More Races","Bachelor's degree","Female",1,"Separated",0,"Yes",1,0,72,"Oregon",41400,"Private employer","Full-time"
17.37,24,"Education, Training, And Library","White","Some college, no degree","Female",0,"Single",0,"Yes",1,1,27,"Oregon",22622,"Government employee","Part-time"
17.5,22,"Office And Administrative Support","White","Some college, no degree","Male",0,"Single",0,"Yes",0,1,21,"Oregon",22120,"Private employer","Part-time"
25,27,"Food Preparation And Serving","White","High school diploma or equivalent","Male",0,"Married",0,"No",0,1,40,"Oregon",14212,"Private employer","Full-time"
18,22,"Healthcare Support","White","Associate's degree","Female",1,"Single",0,"No",0,1,40,"Oregon",31200,"Private employer","Full-time"
12,61,"Office And Administrative Support","White","High school diploma or equivalent","Female",0,"Married",0,"Yes",0,1,40,"Pennsylvania",40207,"Government employee","Full-time"
20,46,"Installation, Maintenance, And Repair","White","High school diploma or equivalent","Male",0,"Single",0,"No",0,1,32,"Pennsylvania",33289,"Private employer","Part-time"
40.4,41,"Construction","White","Some college, no degree","Male",0,"Single",0,"No",0,1,40,"Pennsylvania",85001,"Government employee","Full-time"
19.21,50,"Healthcare Practitioners And Technical","White","High school diploma or equivalent","Female",0,"Married",0,"No",0,1,40,"Pennsylvania",45000,"Private employer","Full-time"
17,50,"Installation, Maintenance, And Repair","White","High school diploma or equivalent","Male",0,"Married",0,"No",0,1,40,"Pennsylvania",35000,"Private employer","Full-time"
21.23,50,"Production","White","High school diploma or equivalent","Male",1,"Single",0,"No",0,1,40,"Pennsylvania",43688,"Private employer","Full-time"
13,35,"Construction","White","High school diploma or equivalent","Male",0,"Divorced",0,"No",0,1,40,"Pennsylvania",35440,"Private employer","Full-time"
13,38,"Construction","White","Some college, no degree","Male",0,"Single",0,"No",0,1,NA,"Pennsylvania",51000,"Private employer","Part-time"
18,58,"Production","White","High school diploma or equivalent","Male",0,"Separated",0,"No",1,1,40,"Pennsylvania",37440,"Private employer","Full-time"
21,28,"Production","White","High school diploma or equivalent","Male",0,"Single",0,"No",1,1,40,"Pennsylvania",43680,"Private employer","Full-time"
17.35,35,"Office And Administrative Support","White","Associate's degree","Female",0,"Married",0,"No",1,1,38,"Pennsylvania",33110,"Private employer","Part-time"
27.8,37,"Business Operations Specialists","White","High school diploma or equivalent","Male",0,"Married",1,"No",1,1,88,"Pennsylvania",91705,"Government employee","Full-time"
22,47,"Management, Business, Science, And Arts","White","Bachelor's degree","Female",0,"Divorced",0,"No",1,1,40,"Pennsylvania",54943,"Private employer","Full-time"
16.5,55,"Sales And Related","White","High school diploma or equivalent","Female",0,"Married",0,"No",0,1,40,"Pennsylvania",17025,"Private employer","Full-time"
22.07,60,"Transportation And Material Moving","White","High school diploma or equivalent","Male",0,"Married",1,"No",0,1,40,"Pennsylvania",31200,"Private employer","Full-time"
13.5,58,"Food Preparation And Serving","White","High school or less","Female",0,"Widowed",0,"No",0,1,20,"Pennsylvania",20400,"Private employer","Part-time"
12,56,"Office And Administrative Support","White","Associate's degree","Female",0,"Widowed",0,"No",1,1,40,"Pennsylvania",47611,"Government employee","Full-time"
10,61,"Building And Grounds Cleaning And Maintenance","White","High school diploma or equivalent","Female",0,"Married",0,"No",0,1,35,"Pennsylvania",12801,"Private employer","Full-time"
15.26,44,"Office And Administrative Support","White","Bachelor's degree","Female",0,"Married",0,"Yes",1,1,40,"Pennsylvania",33000,"Private employer","Full-time"
19.73,47,"Management, Business, Science, And Arts","White","Associate's degree","Male",0,"Married",0,"No",1,1,35,"Pennsylvania",20625,"Government employee","Full-time"
12,17,"Office And Administrative Support","White","High school or less","Male",0,"Single",0,"No",0,1,15,"Pennsylvania",300,"Private employer","Part-time"
13,22,"Healthcare Practitioners And Technical","White","Bachelor's degree","Male",0,"Single",0,"No",1,1,36,"Pennsylvania",31400,"Private employer","Full-time"
20,37,"Production","White","High school diploma or equivalent","Male",0,"Divorced",0,"No",1,1,40,"Pennsylvania",43100,"Private employer","Full-time"
15.25,49,"Office And Administrative Support","White","Associate's degree","Female",0,"Married",0,"No",1,1,44,"Pennsylvania",25100,"Government employee","Full-time"
40,47,"Management, Business, Science, And Arts","White","High school diploma or equivalent","Male",0,"Married",0,"No",1,1,50,"Pennsylvania",60839,"Private employer","Full-time"
12.75,22,"Construction","White","High school diploma or equivalent","Male",0,"Single",0,"Yes",0,1,40,"Pennsylvania",25000,"Private employer","Full-time"
10,17,"Office And Administrative Support","White","High school or less","Male",0,"Single",0,"No",0,1,40,"Pennsylvania",3300,"Private employer","Full-time"
25,65,"Transportation And Material Moving","White","High school or less","Female",0,"Married",0,"Yes",1,1,50,"Pennsylvania",71500,"Private employer","Full-time"
18.21,53,"Office And Administrative Support","White","Some college, no degree","Female",0,"Married",0,"No",0,1,60,"Pennsylvania",45360,"Government employee","Full-time"
32,48,"Installation, Maintenance, And Repair","White","Bachelor's degree","Male",0,"Married",0,"Yes",1,1,40,"Pennsylvania",70350,"Private employer","Full-time"
20,65,"Education, Training, And Library","White","Graduate degree","Female",0,"Married",0,"No",1,1,30,"Pennsylvania",46964,"Government employee","Part-time"
27.5,44,"Management, Business, Science, And Arts","White","Bachelor's degree","Female",0,"Married",0,"No",0,1,38,"Pennsylvania",43477,"Private employer","Full-time"
12,55,"Office And Administrative Support","White","Some college, no degree","Female",0,"Married",0,"No",0,1,40,"Pennsylvania",60000,"Private employer","Full-time"
25,26,"Construction","White","High school diploma or equivalent","Male",0,"Married",0,"No",0,1,40,"Pennsylvania",52881,"Private employer","Full-time"
31.5,51,"Office And Administrative Support","White","High school diploma or equivalent","Male",0,"Married",1,"Yes",1,1,40,"Pennsylvania",158006,"Government employee","Full-time"
55,55,"Healthcare Practitioners And Technical","Two or More Races","Bachelor's degree","Female",1,"Married",0,"No",1,1,36,"Pennsylvania",120020,"Private employer","Full-time"
39,29,"Production","White","High school diploma or equivalent","Male",0,"Single",0,"Yes",1,1,45,"Pennsylvania",74450,"Private employer","Part-time"
17,20,"Food Preparation And Serving","White","High school diploma or equivalent","Male",0,"Single",0,"No",0,1,40,"Pennsylvania",27007,"Private employer","Full-time"
17,23,"Food Preparation And Serving","White","Some college, no degree","Male",0,"Single",0,"No",1,1,35,"Pennsylvania",13010,"Private employer","Full-time"
12,40,"Office And Administrative Support","White","Bachelor's degree","Female",0,"Single",0,"No",0,1,24,"Pennsylvania",20000,"Private employer","Part-time"
17.5,57,"Education, Training, And Library","White","High school diploma or equivalent","Female",0,"Married",0,"No",1,1,40,"Pennsylvania",6741,"Private employer","Full-time"
45.67,59,"Office And Administrative Support","White","High school diploma or equivalent","Male",0,"Married",0,"No",1,1,40,"Pennsylvania",112010,"Private employer","Full-time"
18,26,"Food Preparation And Serving","White","High school diploma or equivalent","Male",0,"Single",0,"No",1,1,35,"Pennsylvania",23000,"Private employer","Full-time"
12,22,"Food Preparation And Serving","White","High school diploma or equivalent","Female",0,"Single",0,"No",0,1,36,"Pennsylvania",25000,"Private employer","Full-time"
18,46,"Production","White","High school diploma or equivalent","Male",0,"Single",0,"Yes",1,1,40,"Pennsylvania",34116,"Private employer","Full-time"
13,30,"Production","White","High school diploma or equivalent","Female",0,"Single",0,"No",0,1,20,"Pennsylvania",19480,"Private employer","Part-time"
15,47,"Production","White","High school diploma or equivalent","Female",0,"Separated",0,"No",1,1,50,"Pennsylvania",30001,"Private employer","Full-time"
19,26,"Office And Administrative Support","Black","Some college, no degree","Female",0,"Single",0,"No",0,1,40,"Pennsylvania",38000,"Private employer","Full-time"
18,21,"Financial Specialists","White","Some college, no degree","Male",0,"Single",0,"No",0,1,20,"Pennsylvania",35000,"Private employer","Part-time"
20,64,"Transportation And Material Moving","White","High school diploma or equivalent","Female",0,"Single",0,"No",1,1,NA,"Pennsylvania",40000,"Private employer","Full-time"
23.5,38,"Healthcare Practitioners And Technical","White","Bachelor's degree","Male",0,"Married",1,"Yes",1,1,40,"Pennsylvania",61903,"Government employee","Full-time"
42,27,"Healthcare Practitioners And Technical","White","Graduate degree","Female",0,"Married",0,"No",0,1,40,"Pennsylvania",65002,"Private employer","Full-time"
20.5,26,"Community And Social Services","White","Bachelor's degree","Female",0,"Married",0,"No",0,1,38,"Pennsylvania",37022,"Private employer","Part-time"
35,54,"Computer And Mathematical","Black","Associate's degree","Male",0,"Married",0,"No",1,1,40,"Pennsylvania",62109,"Private employer","Full-time"
19,52,"Transportation And Material Moving","Black","High school or less","Male",0,"Single",0,"No",1,1,40,"Pennsylvania",35554,"Private employer","Full-time"
12,32,"Food Preparation And Serving","White","High school diploma or equivalent","Female",0,"Single",0,"No",0,1,40,"Pennsylvania",26000,"Private employer","Full-time"
15,24,"Sales And Related","Black","High school diploma or equivalent","Male",0,"Married",0,"No",1,1,40,"Pennsylvania",42921,"Private employer","Full-time"
17.3,24,"Production","White","High school diploma or equivalent","Male",0,"Single",0,"No",0,1,40,"Pennsylvania",40400,"Private employer","Full-time"
10,22,"Office And Administrative Support","White","High school diploma or equivalent","Male",0,"Single",0,"No",0,1,30,"Pennsylvania",20000,"Private employer","Part-time"
18,51,"Education, Training, And Library","White","Associate's degree","Male",0,"Married",0,"No",1,1,45,"Pennsylvania",102600,"Private employer","Full-time"
19,54,"Management, Business, Science, And Arts","White","Graduate degree","Female",0,"Married",0,"Yes",1,1,38,"Pennsylvania",87115,"Government employee","Full-time"
16,27,"Installation, Maintenance, And Repair","White","High school diploma or equivalent","Male",0,"Single",0,"No",0,1,40,"Pennsylvania",40000,"Private employer","Full-time"
12,27,"Sales And Related","White","Some college, no degree","Female",0,"Single",0,"No",1,1,20,"Pennsylvania",9000,"Private employer","Part-time"
33,63,"Healthcare Practitioners And Technical","White","Bachelor's degree","Female",0,"Married",0,"No",0,1,15,"Pennsylvania",28002,"Private employer","Part-time"
27,64,"Office And Administrative Support","White","High school diploma or equivalent","Female",0,"Married",0,"Yes",1,1,64,"Pennsylvania",295003,"Government employee","Full-time"
21,28,"Production","White","High school or less","Male",0,"Married",0,"No",1,1,45,"Pennsylvania",55035,"Private employer","Full-time"
11,30,NA,"White","High school or less","Female",0,"Married",0,"No",NA,1,NA,"Pennsylvania",0,"Private employer","Part-time"
20,54,"Construction","Asian or Pacific Islander","High school or less","Male",0,"Married",0,"No",0,1,40,"Pennsylvania",44010,"Private employer","Full-time"
22,51,"Transportation And Material Moving","Asian or Pacific Islander","High school diploma or equivalent","Female",0,"Married",0,"No",1,1,40,"Pennsylvania",50600,"Private employer","Full-time"
50,61,NA,"White","High school or less","Female",0,"Single",0,"No",NA,1,30,"Pennsylvania",7368,"Private employer","Part-time"
36,44,"Production","White","High school diploma or equivalent","Male",0,"Single",0,"No",0,1,47,"Pennsylvania",33291,"Private employer","Full-time"
40.4,37,"Construction","White","Some college, no degree","Male",0,"Single",0,"No",0,1,40,"Pennsylvania",40000,"Private employer","Full-time"
23,49,"Sales And Related","White","Associate's degree","Male",0,"Married",0,"No",0,1,45,"Pennsylvania",56013,"Private employer","Full-time"
42,41,"Healthcare Practitioners And Technical","White","Bachelor's degree","Female",0,"Married",0,"Yes",0,1,26,"Pennsylvania",53200,"Private employer","Part-time"
15.61,56,"Sales And Related","White","High school diploma or equivalent","Female",0,"Married",0,"No",0,1,40,"Pennsylvania",25000,"Private employer","Part-time"
17,29,"Office And Administrative Support","White","High school diploma or equivalent","Female",0,"Single",0,"No",0,1,NA,"Pennsylvania",28800,"Private employer","Part-time"
15,25,"Installation, Maintenance, And Repair","White","High school diploma or equivalent","Male",0,"Single",0,"No",0,1,40,"Pennsylvania",30000,"Government employee","Full-time"
7.5,16,"Education, Training, And Library","White","High school or less","Female",0,"Single",NA,"No",0,1,8,"Pennsylvania",2296,"Private employer","Part-time"
42,37,"Healthcare Practitioners And Technical","White","Bachelor's degree","Female",0,"Divorced",0,"No",0,1,24,"Pennsylvania",29460,"Private employer","Part-time"
17,24,"Sales And Related","White","Bachelor's degree","Male",0,"Single",0,"No",1,1,40,"Pennsylvania",10025,"Private employer","Full-time"
18.93,49,"Office And Administrative Support","White","Some college, no degree","Female",0,"Single",0,"No",1,1,50,"Pennsylvania",38600,"Private employer","Full-time"
16,24,"Building And Grounds Cleaning And Maintenance","Two or More Races","Bachelor's degree","Male",0,"Single",0,"No",0,1,40,"Pennsylvania",12220,"Private employer","Part-time"
10,22,"Sales And Related","White","Some college, no degree","Female",0,"Single",0,"No",0,1,35,"Pennsylvania",9000,"Private employer","Full-time"
15,23,"Food Preparation And Serving","Black","High school or less","Male",1,"Single",0,"No",0,1,55,"Pennsylvania",16050,"Private employer","Full-time"
14.5,27,"Construction","Black","High school diploma or equivalent","Male",1,"Single",0,"No",0,1,40,"Pennsylvania",25000,"Private employer","Full-time"
25,43,"Food Preparation And Serving","White","Bachelor's degree","Female",0,"Married",0,"No",0,1,15,"Pennsylvania",11612,"Private employer","Part-time"
10,16,NA,"White","High school or less","Female",0,"Single",NA,"No",NA,1,10,"Pennsylvania",0,"Private employer","Part-time"
16.5,53,"Food Preparation And Serving","White","Some college, no degree","Male",0,"Married",0,"No",0,1,40,"Pennsylvania",33270,"Private employer","Full-time"
22,48,"Office And Administrative Support","White","High school diploma or equivalent","Female",0,"Married",0,"No",1,1,40,"Pennsylvania",41920,"Private employer","Full-time"
18,32,"Construction","White","Bachelor's degree","Male",0,"Married",0,"No",1,1,40,"Pennsylvania",60075,"Private employer","Full-time"
43,31,"Healthcare Practitioners And Technical","White","Bachelor's degree","Female",0,"Married",0,"No",0,1,40,"Pennsylvania",30020,"Private employer","Full-time"
49.5,34,"Arts, Design, Entertainment, Sports, And Media","White","Associate's degree","Male",0,"Single",0,"Yes",1,1,50,"Pennsylvania",78262,"Private employer","Part-time"
14.5,22,NA,"Asian or Pacific Islander","Some college, no degree","Male",0,"Single",0,"No",NA,1,36,"Pennsylvania",0,"Private employer","Full-time"
26,55,"Community And Social Services","Asian or Pacific Islander","Bachelor's degree","Male",0,"Separated",0,"No",1,1,40,"Pennsylvania",40000,"Government employee","Full-time"
25,38,"Personal Care And Service","Asian or Pacific Islander","High school diploma or equivalent","Female",0,"Separated",0,"No",0,1,40,"Pennsylvania",15000,"Private employer","Full-time"
10,32,"Personal Care And Service","Asian or Pacific Islander","Bachelor's degree","Female",0,"Separated",0,"No",0,1,34,"Pennsylvania",15070,"Private employer","Part-time"
18.4,38,"Personal Care And Service","Black","Bachelor's degree","Female",0,"Married",0,"No",1,1,25,"Pennsylvania",24650,"Private employer","Part-time"
22.6,30,"Transportation And Material Moving","Black","High school diploma or equivalent","Male",0,"Single",0,"No",0,1,40,"Pennsylvania",20000,"Private employer","Full-time"
15,65,"Legal","White","Associate's degree","Female",0,"Divorced",0,"Yes",1,1,40,"Pennsylvania",66530,"Government employee","Full-time"
15,61,"Healthcare Support","White","High school diploma or equivalent","Female",0,"Widowed",0,"No",0,1,40,"Pennsylvania",102853,"Government employee","Full-time"
16,19,"Construction","White","High school diploma or equivalent","Male",0,"Single",0,"No",0,1,40,"Pennsylvania",30000,"Private employer","Full-time"
19,43,"Sales And Related","White","Bachelor's degree","Male",0,"Single",0,"No",1,1,40,"Pennsylvania",40542,"Private employer","Full-time"
22,30,NA,"Asian or Pacific Islander","Graduate degree","Male",0,"Single",1,"No",NA,1,40,"Pennsylvania",7322,"Private employer","Full-time"
99.99,61,"Financial Specialists","White","Bachelor's degree","Male",0,"Married",0,"No",0,1,60,"Pennsylvania",90449,"Private employer","Full-time"
25,59,"Office And Administrative Support","White","High school diploma or equivalent","Female",0,"Married",0,"No",1,1,38,"Pennsylvania",37006,"Private employer","Full-time"
20,32,"Financial Specialists","White","Bachelor's degree","Male",0,"Single",0,"No",1,1,35,"Pennsylvania",100006,"Private employer","Full-time"
28,48,"Office And Administrative Support","White","Some college, no degree","Female",0,"Married",0,"No",0,1,20,"Pennsylvania",40000,"Private employer","Part-time"
14,62,"Sales And Related","White","Bachelor's degree","Female",0,"Married",0,"No",0,1,20,"Pennsylvania",40000,"Private employer","Part-time"
34.5,53,"Healthcare Practitioners And Technical","White","Bachelor's degree","Male",0,"Separated",0,"No",1,1,36,"Pennsylvania",80000,"Government employee","Full-time"
20,23,"Office And Administrative Support","White","Bachelor's degree","Female",0,"Single",0,"No",0,1,40,"Pennsylvania",32001,"Private employer","Full-time"
20,37,"Construction","White","High school or less","Male",0,"Married",0,"No",1,0,40,"Pennsylvania",38400,"Private employer","Full-time"
